iter,CW
1,5.5
2,7.0
3,8.5
4,10.0
5,11.5
6,13.0
7,14.5
8,16.0
9,17.5
10,19.0
11,20.5
12,22.0
13,23.5
14,25.0
15,26.5
16,28.0
17,29.5
18,31.0
19,32.5
20,34.0
21,35.5
22,37.0
23,38.5
24,40.0
25,41.5
26,43.0
27,44.5
28,46.0
29,47.5
30,49.0
31,50.5
32,52.0
33,53.5
34,55.0
35,56.5
36,58.0
37,5.8
38,5.886207
39,5.9711514
40,6.0548873
41,6.137465
42,6.2189317
43,6.299331
44,6.3787045
45,6.4570904
46,6.5345244
47,6.611041
48,6.686672
49,6.761448
50,6.835397
51,6.9085455
52,6.98092
53,7.0525436
54,7.1234403
55,7.193631
56,7.263137
57,7.331978
58,7.400172
59,7.467738
60,7.534693
61,7.6010523
62,7.6668324
63,7.7320485
64,7.7967143
65,7.8608437
66,7.92445
67,7.987546
68,8.050143
69,8.112254
70,8.173889
71,8.23506
72,8.295775
73,8.356047
74,8.415884
75,8.475295
76,8.53429
77,8.592877
78,8.651065
79,8.708861
80,8.766274
81,8.823311
82,8.879979
83,8.936286
84,8.992238
85,9.047842
86,9.103104
87,9.15803
88,9.212626
89,9.2669
90,9.320855
91,9.374498
92,9.4278345
93,9.480869
94,9.5336075
95,9.586054
96,9.638213
97,9.69009
98,9.74169
99,9.7930155
100,9.844072
101,9.894864
102,9.945395
103,9.99567
104,10.045692
105,10.095465
106,10.144992
107,10.194277
108,10.243324
109,10.292136
110,10.340717
111,10.38907
112,10.437197
113,10.485103
114,10.532789
115,10.58026
116,10.627518
117,10.674565
118,10.721406
119,10.768042
120,10.814475
121,10.860709
122,10.906747
123,10.95259
124,10.998241
125,11.043703
126,11.088978
127,11.134068
128,11.178975
129,11.2237015
130,11.26825
131,11.312623
132,11.356821
133,11.400847
134,11.444704
135,11.488393
136,11.531915
137,11.575273
138,11.618468
139,11.661503
140,11.704379
141,11.747098
142,11.789661
143,11.832071
144,11.87433
145,11.916437
146,11.958396
147,12.000208
148,12.041874
149,12.083396
150,12.124775
151,12.166013
152,12.20711
153,12.24807
154,12.288893
155,12.32958
156,12.370133
157,12.410553
158,12.450841
159,12.490999
160,12.531028
161,12.570929
162,12.6107025
163,12.650352
164,12.689877
165,12.729278
166,12.768558
167,12.807716
168,12.846755
169,12.885675
170,12.924479
171,12.963165
172,13.001736
173,13.040192
174,13.078535
175,13.116766
176,13.154885
177,13.192894
178,13.230793
179,13.268583
180,13.306266
181,13.3438425
182,13.381313
183,13.418679
184,13.455941
185,13.493099
186,13.530155
187,13.56711
188,13.603964
189,13.6407175
190,13.677373
191,13.71393
192,13.750389
193,13.786752
194,13.823018
195,13.85919
196,13.8952675
197,13.931251
198,13.967141
199,14.002939
200,1.400294
201,1.7573619
202,2.0418792
203,2.2867517
204,2.5054026
205,1.0
206,1.5
207,1.8333334
208,2.1060607
209,2.3434708
210,2.5568295
211,2.7523842
212,2.9340448
213,3.104458
214,3.2655168
215,3.4186318
216,3.5648892
217,3.705146
218,3.8400936
219,3.9702988
220,4.096234
221,4.218297
222,4.336828
223,4.45212
224,4.564426
225,4.673969
226,4.7809443
227,4.885526
228,4.9878693
229,5.0881124
230,5.1863804
231,5.282787
232,5.377434
233,5.470415
234,5.5618157
235,5.6517143
236,5.740183
237,5.827288
238,5.913091
239,5.997649
240,6.081015
241,6.163238
242,6.2443643
243,6.3244367
244,6.4034953
245,6.481578
246,6.5587196
247,6.634954
248,6.7103124
249,6.7848244
250,6.858518
251,6.9314203
252,7.003556
253,7.0749483
254,7.1456203
255,7.2155933
256,7.284888
257,7.3535233
258,7.421518
259,7.4888897
260,7.5556555
261,7.621831
262,7.687432
263,7.752473
264,7.8169684
265,7.880932
266,7.944376
267,8.007314
268,8.0697565
269,8.131716
270,8.193203
271,8.25423
272,8.314804
273,8.374938
274,8.43464
275,8.493919
276,8.552785
277,8.611245
278,8.669309
279,8.726983
280,8.784277
281,8.841197
282,8.897751
283,8.953945
284,9.009787
285,9.065282
286,9.120438
287,9.17526
288,9.2297535
289,9.283926
290,1.0
291,1.5
292,1.8333334
293,2.1060607
294,2.3434708
295,2.5568295
296,2.7523842
297,2.9340448
298,3.104458
299,3.2655168
300,3.4186318
301,3.5648892
302,3.705146
303,3.8400936
304,3.9702988
305,4.096234
306,4.218297
307,4.336828
308,4.45212
309,4.564426
310,4.673969
311,4.7809443
312,4.885526
313,4.9878693
314,5.0881124
315,5.1863804
316,5.282787
317,5.377434
318,5.470415
319,5.5618157
320,5.6517143
321,5.740183
322,5.827288
323,1.0
324,1.5
325,1.8333334
326,2.1060607
327,2.3434708
328,2.5568295
329,2.7523842
330,2.9340448
331,3.104458
332,3.2655168
333,3.4186318
334,3.5648892
335,3.705146
336,3.8400936
337,3.9702988
338,4.096234
339,4.218297
340,4.336828
341,4.45212
342,4.564426
343,4.673969
344,4.7809443
345,4.885526
346,4.9878693
347,5.0881124
348,5.1863804
349,5.282787
350,5.377434
351,5.470415
352,5.5618157
353,5.6517143
354,5.740183
355,5.827288
356,5.913091
357,5.997649
358,6.081015
359,6.163238
360,6.2443643
361,6.3244367
362,6.4034953
363,6.481578
364,6.5587196
365,6.634954
366,6.7103124
367,6.7848244
368,6.858518
369,6.9314203
370,7.003556
371,7.0749483
372,7.1456203
373,7.2155933
374,7.284888
375,7.3535233
376,7.421518
377,7.4888897
378,7.5556555
379,7.621831
380,7.687432
381,7.752473
382,7.8169684
383,7.880932
384,7.944376
385,8.007314
386,8.0697565
387,8.131716
388,8.193203
389,8.25423
390,8.314804
391,8.374938
392,8.43464
393,8.493919
394,8.552785
395,8.611245
396,8.669309
397,8.726983
398,8.784277
399,8.841197
400,8.897751
401,8.953945
402,9.009787
403,9.065282
404,9.120438
405,9.17526
406,9.2297535
407,9.283926
408,9.337783
409,9.391329
410,9.44457
411,9.49751
412,9.550156
413,9.60251
414,9.65458
415,9.706369
416,9.757882
417,9.809123
418,9.860096
419,9.910806
420,9.961256
421,10.011451
422,10.061394
423,10.111089
424,10.16054
425,10.209749
426,10.258722
427,10.307462
428,10.35597
429,10.404252
430,10.45231
431,10.500146
432,10.547764
433,10.595167
434,10.642359
435,10.689341
436,10.736116
437,10.782688
438,10.829059
439,10.875231
440,10.921206
441,10.966989
442,11.01258
443,11.057982
444,11.103199
445,11.1482315
446,11.193082
447,11.237752
448,11.282245
449,11.326562
450,11.370706
451,11.414679
452,11.458482
453,11.502117
454,11.545588
455,11.588894
456,11.632039
457,11.675024
458,11.717851
459,11.760521
460,11.803036
461,11.845398
462,11.887609
463,11.929669
464,11.971581
465,12.013347
466,12.054967
467,12.096443
468,12.137777
469,12.178971
470,12.220026
471,12.260942
472,12.301723
473,12.342367
474,12.382878
475,12.423257
476,12.463504
477,12.503621
478,12.54361
479,12.58347
480,12.623205
481,12.662815
482,12.702301
483,12.741664
484,12.780906
485,12.820026
486,12.859028
487,12.897911
488,12.936677
489,12.975327
490,13.013862
491,13.052282
492,13.09059
493,13.128785
494,13.166869
495,13.2048435
496,13.242708
497,13.280465
498,13.318114
499,13.355658
500,13.393095
501,13.430428
502,13.467656
503,13.504782
504,13.541805
505,13.578728
506,13.61555
507,13.652273
508,13.688897
509,13.725423
510,13.761851
511,13.798183
512,13.83442
513,13.870562
514,13.90661
515,13.942564
516,13.978425
517,14.0141945
518,14.049872
519,14.08546
520,14.120957
521,14.156365
522,14.191685
523,14.226916
524,14.262061
525,14.297119
526,14.332091
527,14.366978
528,14.40178
529,14.436498
530,14.471132
531,14.505684
532,14.5401535
533,14.574541
534,14.608848
535,14.643073
536,14.677219
537,14.711286
538,14.745273
539,14.7791815
540,14.813013
541,14.846767
542,14.880445
543,14.914045
544,14.947571
545,14.981021
546,15.014397
547,15.047698
548,15.080926
549,15.11408
550,15.147162
551,15.180172
552,15.21311
553,15.245976
554,15.278772
