iter,CW
1,2.5
2,4.0
3,5.5
4,7.0
5,8.5
6,10.0
7,11.5
8,3.45
9,3.739855
10,4.007245
11,4.256793
12,4.4917116
13,4.714344
14,4.9264627
15,5.129448
16,5.324401
17,5.5122156
18,5.6936307
19,5.8692656
20,6.0396447
21,6.2052174
22,6.366372
23,6.5234475
24,6.6767406
25,6.8265142
26,6.973002
27,7.116412
28,7.2569323
29,7.3947315
30,7.529963
31,7.662766
32,7.7932673
33,7.921583
34,8.047821
35,8.172078
36,8.294446
37,8.415009
38,8.533844
39,8.651025
40,8.766618
41,8.880687
42,8.993291
43,2.6979873
44,3.068634
45,3.394512
46,3.689105
47,3.9601736
48,4.212688
49,4.450066
50,4.674782
51,4.8886957
52,5.0932493
53,5.2895875
54,5.478638
55,5.661165
56,5.837807
57,6.0091043
58,6.1755185
59,6.337448
60,6.49524
61,6.649199
62,6.799593
63,6.9466605
64,7.090615
65,7.231646
66,7.3699274
67,7.505614
68,7.6388474
69,7.7697573
70,7.8984613
71,8.025068
72,8.149678
73,8.272383
74,8.393267
75,8.51241
76,8.629886
77,8.745762
78,8.860103
79,8.972968
80,9.084414
81,9.194492
82,9.303253
83,9.410743
84,9.517004
85,9.622079
86,9.7260065
87,9.828824
88,9.930566
89,10.031265
90,10.130954
91,10.229661
92,10.327415
93,10.424245
94,10.520175
95,10.615231
96,10.7094345
97,10.80281
98,10.895378
99,10.98716
100,11.078175
101,11.168442
102,11.257979
103,11.346806
104,11.434937
105,11.5223875
106,11.609175
107,11.695313
108,11.780818
109,11.865702
110,11.949978
111,12.03366
112,12.11676
113,12.19929
114,12.281262
115,12.362687
116,12.443576
117,12.523938
118,12.6037855
119,12.683126
120,12.761971
121,12.840329
122,12.918209
123,12.995619
124,13.072568
125,13.149064
126,13.225115
127,13.300729
128,13.375913
129,13.450674
130,13.52502
131,13.598957
132,13.672492
133,13.745631
134,13.818381
135,13.890749
136,13.962739
137,14.034358
138,14.105612
139,14.176506
140,14.2470455
141,14.317236
142,4.295171
143,4.5279903
144,4.748839
145,4.959417
146,5.1610537
147,5.3548126
148,5.5415606
149,5.7220154
150,5.896779
151,6.0663633
152,6.231207
153,6.3916893
154,6.5481424
155,6.7008576
156,6.8500924
157,6.9960756
158,7.139013
159,7.279088
160,7.4164677
161,7.551303
162,7.6837306
163,7.8138757
164,7.941853
165,8.067768
166,8.191718
167,8.313792
168,8.434074
169,8.552641
170,8.669564
171,8.78491
172,8.898742
173,9.011117
174,9.122091
175,9.231715
176,9.340037
177,9.4471035
178,9.552956
179,9.657636
180,9.761181
181,9.863627
182,9.96501
183,10.065361
184,10.164712
185,10.263091
186,10.360528
187,10.457048
188,10.552678
189,10.647441
190,10.741361
191,10.834458
192,10.926757
193,11.018275
194,11.109034
195,11.19905
196,11.288343
197,11.37693
198,11.464828
199,11.552051
200,11.638616
201,11.724537
202,11.809828
203,11.894503
204,11.978575
205,12.0620575
206,12.144962
207,12.227301
208,12.309085
209,12.390326
210,12.471034
211,12.55122
212,12.630894
213,12.710065
214,12.788743
215,12.866937
216,12.944655
217,13.021908
218,13.0987015
219,13.175045
220,13.250946
221,13.326412
222,13.401451
223,13.476069
224,13.550275
225,13.624074
226,13.697474
227,13.77048
228,13.8431
229,13.915338
230,13.987201
231,14.058695
232,14.129826
233,14.200598
234,14.271017
235,14.341089
236,14.410819
237,14.480211
238,14.549271
239,14.618003
240,14.686412
241,14.754502
242,4.426351
243,4.652271
244,4.8672194
245,5.0726757
246,5.26981
247,5.4595704
248,5.642735
249,5.819954
250,5.9917765
251,6.158672
252,6.3210444
253,6.479246
254,6.633585
255,6.784333
256,6.9317317
257,7.075996
258,7.217319
259,7.3558745
260,7.4918203
261,7.6252995
262,7.756442
263,7.8853674
264,8.012184
265,8.136994
266,8.25989
267,8.380957
268,8.500275
269,8.617918
270,8.733955
271,8.848451
272,8.961465
273,9.073053
274,9.1832695
275,9.292163
276,9.39978
277,9.5061655
278,9.611361
279,9.7154045
280,9.818334
281,9.920184
282,10.020988
283,10.120779
284,10.219585
285,10.317437
286,10.41436
287,10.510382
288,10.605526
289,10.699817
290,10.793276
291,10.885926
292,10.977788
293,11.068881
294,11.1592245
295,11.2488365
296,11.337734
297,11.425936
298,11.513456
299,11.600311
300,11.686516
301,11.772084
302,11.857031
303,11.941369
304,3.5824108
305,3.8615525
306,4.120516
307,4.363204
308,4.5923934
309,4.810145
310,5.0180387
311,5.21732
312,5.4089894
313,5.593867
314,5.772634
315,5.945865
316,6.1140494
317,6.277607
318,6.4369035
319,6.5922575
320,6.743951
321,6.892232
322,7.037323
323,7.1794224
324,7.3187094
325,7.4553456
326,7.5894775
327,7.721239
328,7.850752
329,7.9781284
330,8.103471
331,8.226874
332,8.348427
333,8.46821
334,8.586299
335,8.702764
336,8.81767
337,8.931079
338,9.043048
339,9.15363
340,9.2628765
341,9.370834
342,9.477549
343,9.583061
344,9.687412
345,9.790639
346,9.892777
347,9.993861
348,10.093923
349,10.192992
350,10.291099
351,10.38827
352,10.484532
353,10.579911
354,10.67443
355,10.768112
356,10.860979
357,10.953052
358,11.044351
359,11.134894
360,11.224702
361,11.313791
362,11.402179
363,11.4898815
364,11.576915
365,11.663294
366,11.749033
367,11.8341465
368,11.918648
369,12.00255
370,12.085866
371,12.168608
372,12.250787
373,12.332415
374,12.413502
375,12.49406
376,12.574098
377,12.653626
378,12.732656
379,12.811193
380,12.88925
381,12.966834
382,13.043954
383,13.120618
384,13.196834
385,13.27261
386,13.347953
387,13.422871
388,13.497371
389,13.571459
390,13.645143
391,13.718429
392,13.791324
393,13.863833
394,13.935964
395,14.00772
396,14.079109
397,14.150136
398,14.220807
399,14.291126
400,14.3611
401,14.430733
402,14.50003
403,14.5689945
404,14.637633
405,14.705951
406,14.773951
407,4.432185
408,4.6578074
409,4.8725004
410,5.077734
411,5.274672
412,5.4642572
413,5.647265
414,5.824342
415,5.996035
416,6.1628118
417,6.325075
418,6.483176
419,6.6374216
420,6.7880826
421,6.9353995
422,7.0795875
423,7.2208385
424,7.359327
425,7.4952087
426,7.6286273
427,7.7597127
428,7.8885837
429,8.015349
430,8.14011
431,8.262959
432,8.383981
433,8.503256
434,8.620858
435,8.7368555
436,8.851314
437,8.964292
438,9.075846
