iter,CW
1,5.0
2,6.0
3,7.0
4,8.0
5,9.0
6,10.0
7,11.0
8,12.0
9,13.0
10,14.0
11,15.0
12,16.0
13,17.0
14,18.0
15,19.0
16,20.0
17,21.0
18,22.0
19,23.0
20,24.0
21,25.0
22,26.0
23,27.0
24,28.0
25,29.0
26,30.0
27,31.0
28,32.0
29,33.0
30,34.0
31,35.0
32,36.0
33,37.0
34,38.0
35,39.0
36,40.0
37,41.0
38,42.0
39,43.0
40,44.0
41,45.0
42,46.0
43,47.0
44,48.0
45,49.0
46,50.0
47,51.0
48,52.0
49,53.0
50,54.0
51,55.0
52,56.0
53,57.0
54,58.0
55,59.0
56,60.0
57,61.0
58,62.0
59,63.0
60,64.0
61,65.0
62,66.0
63,67.0
64,68.0
65,69.0
66,70.0
67,71.0
68,72.0
69,73.0
70,74.0
71,75.0
72,76.0
73,77.0
74,78.0
75,79.0
76,80.0
77,81.0
78,82.0
79,83.0
80,84.0
81,85.0
82,86.0
83,87.0
84,88.0
85,89.0
86,90.0
87,91.0
88,92.0
89,93.0
90,94.0
91,95.0
92,96.0
93,97.0
94,98.0
95,99.0
96,100.0
97,101.0
98,102.0
99,103.0
100,104.0
101,105.0
102,106.0
103,107.0
104,108.0
105,109.0
106,110.0
107,111.0
108,112.0
109,113.0
110,114.0
111,115.0
112,116.0
113,117.0
114,118.0
115,119.0
116,120.0
117,121.0
118,122.0
119,123.0
120,124.0
121,125.0
122,126.0
123,127.0
124,128.0
125,129.0
126,130.0
127,131.0
128,132.0
129,133.0
130,134.0
131,135.0
132,136.0
133,137.0
134,138.0
135,139.0
136,140.0
137,141.0
138,142.0
139,143.0
140,144.0
141,145.0
142,146.0
143,147.0
144,148.0
145,149.0
146,150.0
147,151.0
148,152.0
149,153.0
150,154.0
151,155.0
152,156.0
153,157.0
154,158.0
155,159.0
156,160.0
157,161.0
158,162.0
159,163.0
160,164.0
161,165.0
162,166.0
163,167.0
164,168.0
165,169.0
166,170.0
167,171.0
168,172.0
169,173.0
170,174.0
171,175.0
172,176.0
173,177.0
174,178.0
175,179.0
176,180.0
177,181.0
178,182.0
179,183.0
180,184.0
181,185.0
182,186.0
183,187.0
184,188.0
185,189.0
186,190.0
187,191.0
188,192.0
189,193.0
190,194.0
191,195.0
192,196.0
193,197.0
194,198.0
195,199.0
196,200.0
197,201.0
198,202.0
199,203.0
200,204.0
201,205.0
202,206.0
203,207.0
204,208.0
205,209.0
206,210.0
207,211.0
208,212.0
209,213.0
210,214.0
211,215.0
212,216.0
213,217.0
214,218.0
215,219.0
216,220.0
217,221.0
218,222.0
219,223.0
220,224.0
221,225.0
222,226.0
223,227.0
224,228.0
225,229.0
226,230.0
227,231.0
228,232.0
229,233.0
230,234.0
231,235.0
232,236.0
233,237.0
234,238.0
235,239.0
236,240.0
237,241.0
238,242.0
239,243.0
240,244.0
241,245.0
242,73.5
243,73.506805
244,73.51361
245,73.52041
246,73.52721
247,73.534004
248,22.060202
249,22.082867
250,22.105509
251,22.128128
252,22.150724
253,22.173298
254,22.195848
255,22.218374
256,22.24088
257,22.263361
258,22.28582
259,22.308256
260,22.33067
261,22.35306
262,22.375427
263,22.397774
264,22.420097
265,22.442398
266,22.464678
267,22.486935
268,22.50917
269,22.531384
270,22.553576
271,22.575745
272,22.597893
273,22.620018
274,22.642122
275,22.664206
276,22.686266
277,22.708305
278,6.812492
279,6.8858867
280,6.958499
281,7.0303535
282,7.101474
283,7.1718817
284,7.2415986
285,7.310644
286,7.3790374
287,7.446797
288,7.51394
289,7.580483
290,7.646442
291,7.711832
292,7.7766676
293,7.8409624
294,7.9047303
295,7.9679837
296,8.030735
297,8.092996
298,8.154778
299,8.216091
300,8.276947
301,8.337356
302,8.397326
303,8.456869
304,8.515993
305,8.574706
306,8.633018
307,8.690935
308,8.7484665
309,8.805619
310,8.862401
311,8.918819
312,8.97488
313,9.030591
314,9.0859585
315,9.140988
316,9.195687
317,9.250061
318,9.304114
319,9.357854
320,9.411285
321,9.464413
322,9.517242
323,9.569778
324,9.622026
325,9.67399
326,9.725676
327,9.777086
328,9.828226
329,9.8791
330,9.929711
331,9.980065
332,10.030166
333,10.080015
334,10.129619
335,10.178979
336,10.2281
337,10.276985
338,10.325638
339,10.374061
340,10.422257
341,10.470232
342,10.517986
343,10.565524
344,10.612848
345,10.659961
346,10.706865
347,10.753564
348,10.80006
349,10.846356
350,10.892455
351,10.938358
352,10.984069
353,11.02959
354,11.074923
355,11.1200695
356,11.165033
357,11.209816
358,11.254419
359,11.298846
360,11.343099
361,11.387178
362,11.4310875
363,11.474828
364,11.518401
365,11.56181
366,11.605056
367,11.648141
368,11.691066
369,11.733833
370,11.776445
371,11.818903
372,11.861208
373,11.903362
374,11.945367
375,11.987224
376,12.0289345
377,12.070501
378,12.111924
379,12.153206
380,12.194347
381,12.23535
382,12.276215
383,12.316944
384,12.357538
385,12.398
386,12.438329
387,12.478527
388,12.518596
389,12.558537
390,12.598351
391,12.638039
392,12.677602
393,12.717041
394,12.756358
395,12.795554
396,12.83463
397,12.873587
398,12.912426
399,12.951148
400,12.989755
401,13.028247
402,13.066625
403,13.10489
404,13.1430435
405,13.181087
406,13.21902
407,13.2568445
408,13.29456
409,13.33217
410,13.369673
411,13.407071
412,13.444365
413,13.481555
414,13.518642
415,13.555629
416,13.592514
417,13.629299
418,13.665985
419,13.702572
420,13.739061
421,13.775454
422,13.81175
423,13.847952
424,13.884058
425,13.920071
426,13.95599
427,13.9918165
428,4.197545
429,4.3166623
430,4.4324927
431,4.545296
432,4.6553
433,4.7627044
434,4.8676867
435,4.970405
436,5.0710006
437,5.1696005
438,5.2663198
439,5.361263
440,5.4545245
441,5.5461917
442,5.6363435
443,5.7250533
444,5.812389
445,5.898412
446,5.983181
447,6.0667486
448,6.149165
449,1.8447496
450,2.115789
451,2.3521075
452,2.564683
453,2.7596388
454,2.940822
455,3.1108425
456,3.2715707
457,3.4244025
458,3.5704134
459,3.710453
460,3.8452075
461,3.9752395
462,4.101018
463,4.222939
464,4.34134
465,4.456512
466,4.5687075
467,4.678148
468,4.7850275
469,4.88952
470,4.99178
471,5.0919447
472,5.190139
473,5.286475
474,5.3810563
475,5.4739747
476,5.565316
477,5.6551585
478,5.743573
479,5.830627
480,5.916381
481,6.000892
482,6.0842133
483,6.1663933
484,6.247478
485,6.3275104
486,6.4065304
487,6.4845757
488,6.5616817
489,6.6378818
490,6.713207
491,6.787687
492,6.8613496
493,6.9342217
494,2.0802667
495,2.3206205
496,2.5360801
497,2.733235
498,2.9161682
499,3.087626
500,3.2495627
501,3.4034295
502,3.5503402
503,1.0651021
504,1.5345407
505,1.8603711
506,2.1291347
507,2.363972
508,2.5754805
509,2.769619
510,2.9501493
511,3.1196322
512,3.2799075
513,3.4323509
514,3.5780237
515,3.7177656
516,3.8522549
517,3.982049
518,4.1076126
519,4.2293377
520,4.3475595
521,4.4625664
522,4.5746098
523,4.6839085
524,4.790657
525,4.8950267
526,4.9971714
527,5.097228
528,5.1953206
529,5.291561
530,5.386051
531,5.4788837
532,5.570143
533,5.6599073
534,5.748248
535,5.8352313
536,5.9209175
537,6.005364
538,6.088623
539,6.1707435
540,6.251771
541,6.3317485
542,6.4107156
543,6.48871
544,6.565767
545,6.6419196
546,6.717199
547,6.7916346
